category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf,abstract_local_path,local_fullpdf_path,category_fullpdf,category_abstract_1_major,category_abstract_1_minor,category_abstract_2_major,category_abstract_2_minor,category_merged,keywords,warning
Physical Sciences,Engineering,"Runguang Li, Qingge Xie, Yan-Dong Wang, Wenjun Liu, Mingguang Wang, Guilin Wu, Xiaowu Li, Minghe Zhang, Zhaoping Lu, Chang Geng, Ting Zhu",Unraveling submicron-scale mechanical heterogeneity by three-dimensional X-ray microdiffraction,2018,115,3,483-488,http://www.pnas.org/content/115/3/483.abstract,nan,http://www.pnas.org/content/115/3/483.full,http://www.pnas.org/content/115/3/483.full.pdf,nan,yes,nan,2018/483.abstract.txt,,,,,,,Engineering,"fatigue
","FILE : OK: .abstract.txt ,"
Social Sciences,Psychological and Cognitive Sciences,"Jana Willer Gold, Boban Arsenijević, Mia Batinić, Michael Becker, Nermina Čordalija, Marijana Kresić, Nedžad Leko, Franc Lanko Marušič, Tanja Milićev, Nataša Milićević, Ivana Mitić, Anita Peti-Stantić, Branimir Stanković, Tina Šuligoj, Jelena Tušek, Andrew Nevins",When linearity prevails over hierarchy in syntax,2018,115,3,495-500,http://www.pnas.org/content/115/3/495.abstract,nan,http://www.pnas.org/content/115/3/495.full,http://www.pnas.org/content/115/3/495.full.pdf,nan,yes,nan,2018/495.abstract.txt,,,,,,,Psychological and Cognitive Sciences,"experimentalsyntax
","FILE : OK: .abstract.txt ,"
Biological Sciences,Applied Biological Sciences,"Kyung Ho Han, Britni M. Arlian, Matthew S. Macauley, James C. Paulson, Richard A. Lerner, Dou Wang, Weiyuan Liang, Liping Liu, Yin Zhang, Xing Chen, David Kipkemoi Sang, Chenyang Xing, Zhongjun Li, Biqin Dong, Feng Xing, Dianyuan Fan, Shiyun Bao, Han Zhang, Yihai Cao",Migration-based selections of antibodies that convert bone marrow into trafficking microglia-like cells that reduce brain amyloid β,2018,115,3,E372-E381,http://www.pnas.org/content/115/3/E372.abstract,nan,http://www.pnas.org/content/115/3/E372.full,http://www.pnas.org/content/115/3/E372.full.pdf,nan,yes,nan,2018/E372.abstract.txt,,,,,,,Applied Biological Sciences,"antibody
","FILE : OK: .abstract.txt ,"
Biological Sciences,Applied Biological Sciences,"Meng Qiu, Dou Wang, Weiyuan Liang, Liping Liu, Yin Zhang, Xing Chen, David Kipkemoi Sang, Chenyang Xing, Zhongjun Li, Biqin Dong, Feng Xing, Dianyuan Fan, Shiyun Bao, Han Zhang, Yihai Cao",Novel concept of the smart NIR-light–controlled drug release of black phosphorus nanostructure for cancer therapy,2018,115,3,501-506,http://www.pnas.org/content/115/3/501.abstract,nan,http://www.pnas.org/content/115/3/501.full,http://www.pnas.org/content/115/3/501.full.pdf,nan,yes,nan,2018/501.abstract.txt,,,,,,,Applied Biological Sciences,"blackphosphorus
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Thomas Philipp Hoernes, Nina Clementi, Michael Andreas Juen, Xinying Shi, Klaus Faserl, Jessica Willi, Catherina Gasser, Christoph Kreutz, Simpson Joseph, Herbert Lindner, Alexander Hüttenhofer, Matthias David Erlacher, Min-Sung Kim, Hongzhi Li, Jimin Wang, Wei Yang",Atomic mutagenesis of stop codon nucleotides reveals the chemical prerequisites for release factor-mediated peptide release,2018,115,3,E382-E389,http://www.pnas.org/content/115/3/E382.abstract,nan,http://www.pnas.org/content/115/3/E382.full,http://www.pnas.org/content/115/3/E382.full.pdf,nan,yes,nan,2018/E382.abstract.txt,,,,,,,Biochemistry,"ribosome
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Lan Tian, Min-Sung Kim, Hongzhi Li, Jimin Wang, Wei Yang",Structure of HIV-1 reverse transcriptase cleaving RNA in an RNA/DNA hybrid,2018,115,3,507-512,http://www.pnas.org/content/115/3/507.abstract,nan,http://www.pnas.org/content/115/3/507.full,http://www.pnas.org/content/115/3/507.full.pdf,nan,yes,nan,2018/507.abstract.txt,,,,,,,Biochemistry,"RNaseH
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Xiang Ye, Leland Mayne, Zhong-yuan Kan, S. Walter Englander",Folding of maltose binding protein outside of and in GroEL,2018,115,3,519-524,http://www.pnas.org/content/115/3/519.abstract,nan,http://www.pnas.org/content/115/3/519.full,http://www.pnas.org/content/115/3/519.full.pdf,nan,yes,nan,2018/519.abstract.txt,,,,,,,Biophysics and Computational Biology,"GroEL
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Maxx H. Tessmer, David M. Anderson, Adam M. Pickrum, Molly O. Riegert, Rocco Moretti, Jens Meiler, Jimmy B. Feix, Dara W. Frank",Identification of a ubiquitin-binding interface using Rosetta and DEER,2018,115,3,525-530,http://www.pnas.org/content/115/3/525.abstract,nan,http://www.pnas.org/content/115/3/525.full,http://www.pnas.org/content/115/3/525.full.pdf,nan,yes,nan,2018/525.abstract.txt,,,,,,,Biophysics and Computational Biology,"computationalmodeling
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Byung Hak Ha, Titus J. Boggon",CDC42 binds PAK4 via an extended GTPase-effector interface,2018,115,3,531-536,http://www.pnas.org/content/115/3/531.abstract,nan,http://www.pnas.org/content/115/3/531.full,http://www.pnas.org/content/115/3/531.full.pdf,nan,yes,nan,2018/531.abstract.txt,,,,,,,Biophysics and Computational Biology,"smallGTPase
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Jared P. Bergman, Matthew J. Bovyn, Florence F. Doval, Abhimanyu Sharma, Manasa V. Gudheti, Steven P. Gross, Jun F. Allard, Michael D. Vershinin",Cargo navigation across 3D microtubule intersections,2018,115,3,537-542,http://www.pnas.org/content/115/3/537.abstract,nan,http://www.pnas.org/content/115/3/537.full,http://www.pnas.org/content/115/3/537.full.pdf,nan,yes,nan,2018/537.abstract.txt,,,,,,,Biophysics and Computational Biology,"cytoskeletaltransport
","FILE : OK: .abstract.txt ,"
Biological Sciences,Developmental Biology,"Luca Valzania, Kerri L. Coon, Kevin J. Vogel, Mark R. Brown, Michael R. Strand",Hypoxia-induced transcription factor signaling is essential for larval growth of the mosquito,2018,115,3,457-465,http://www.pnas.org/content/115/3/457.abstract,nan,http://www.pnas.org/content/115/3/457.full,http://www.pnas.org/content/115/3/457.full.pdf,nan,yes,nan,2018/457.abstract.txt,,,,,,,Developmental Biology,"insect
","FILE : OK: .abstract.txt ,"
Biological Sciences,Ecology,"Kristin Bergauer, Antonio Fernandez-Guerra, Juan A. L. Garcia, Richard R. Sprenger, Ramunas Stepanauskas, Maria G. Pachiadaki, Ole N. Jensen, Gerhard J. Herndl, Robert M. Pringle, Jacob R. Goheen, Todd M. Palmer, William F. Morris, Daniel F. Doak",Organic matter processing by microbial communities throughout the Atlantic water column as revealed by metaproteomics,2018,115,3,E400-E408,http://www.pnas.org/content/115/3/E400.abstract,nan,http://www.pnas.org/content/115/3/E400.full,http://www.pnas.org/content/115/3/E400.full.pdf,nan,yes,nan,2018/E400.abstract.txt,,,,,,,Ecology,"transporterproteins
","FILE : OK: .abstract.txt ,"
Biological Sciences,Ecology,"Allison M. Louthan, Robert M. Pringle, Jacob R. Goheen, Todd M. Palmer, William F. Morris, Daniel F. Doak",Aridity weakens population-level effects of multiple species interactions on,2018,115,3,543-548,http://www.pnas.org/content/115/3/543.abstract,nan,http://www.pnas.org/content/115/3/543.full,http://www.pnas.org/content/115/3/543.full.pdf,nan,yes,nan,2018/543.abstract.txt,,,,,,,Ecology,"abioticstress
","FILE : OK: .abstract.txt ,"
Biological Sciences,Environmental Sciences,"Marijn Bauters, Travis W. Drake, Hans Verbeeck, Samuel Bodé, Pedro Hervé-Fernández, Phoebe Zito, David C. Podgorski, Faustin Boyemba, Isaac Makelele, Landry Cizungu Ntaboba, Robert G. M. Spencer, Pascal Boeckx",High fire-derived nitrogen deposition on central African forests,2018,115,3,549-554,http://www.pnas.org/content/115/3/549.abstract,nan,http://www.pnas.org/content/115/3/549.full,http://www.pnas.org/content/115/3/549.full.pdf,nan,yes,nan,2018/549.abstract.txt,,,,,,,Environmental Sciences,"nitrogendeposition
","FILE : OK: .abstract.txt ,"
Biological Sciences,Evolution,"Casey W. Dunn, Felipe Zapata, Catriona Munro, Stefan Siebert, Andreas Hejnol, Anjali Goswami",Pairwise comparisons across species are problematic when analyzing functional genomic data,2018,115,3,E409-E417,http://www.pnas.org/content/115/3/E409.abstract,nan,http://www.pnas.org/content/115/3/E409.full,http://www.pnas.org/content/115/3/E409.full.pdf,nan,yes,nan,2018/E409.abstract.txt,,,,,,,Evolution,"phylogenetics
","FILE : OK: .abstract.txt ,"
Biological Sciences,Evolution,"Ryan N. Felice, Anjali Goswami",Developmental origins of mosaic evolution in the avian cranium,2018,115,3,555-560,http://www.pnas.org/content/115/3/555.abstract,nan,http://www.pnas.org/content/115/3/555.full,http://www.pnas.org/content/115/3/555.full.pdf,nan,yes,nan,2018/555.abstract.txt,,,,,,,Evolution,"evolutionaryrates
","FILE : OK: .abstract.txt ,"
Biological Sciences,Genetics,"Sanjoy Kumar Khan, Prem Swaroop Yadav, Gene Elliott, Dorothy Zhang Hu, Ruoshi Xu, Yingzi Yang, Peng Deng, Ramiro Iglesias-Bartolome, Panomwat Amornphimoltham, Dana J. Steffen, Yunyun Jin, Alfredo A. Molinolo, Luis Fernandez de Castro, Diana Ovejero, Quan Yuan, Qianming Chen, Xianglong Han, Ding Bai, Susan S. Taylor, Yingzi Yang, Michael T. Collins, J. Silvio Gutkind, Niels Ringstad, Aaron Stahl, Tamara Boto, Seth M. Tomchik",Induced,2018,115,3,E418-E427,http://www.pnas.org/content/115/3/E418.abstract,nan,http://www.pnas.org/content/115/3/E418.full,http://www.pnas.org/content/115/3/E418.full.pdf,nan,yes,nan,2018/E418.abstract.txt,,,,,,,Genetics,"fibrousdysplasia
","FILE : OK: .abstract.txt ,"
Biological Sciences,Genetics,"Xuefeng Zhao, Peng Deng, Ramiro Iglesias-Bartolome, Panomwat Amornphimoltham, Dana J. Steffen, Yunyun Jin, Alfredo A. Molinolo, Luis Fernandez de Castro, Diana Ovejero, Quan Yuan, Qianming Chen, Xianglong Han, Ding Bai, Susan S. Taylor, Yingzi Yang, Michael T. Collins, J. Silvio Gutkind",Expression of an active Gα,2018,115,3,E428-E437,http://www.pnas.org/content/115/3/E428.abstract,nan,http://www.pnas.org/content/115/3/E428.full,http://www.pnas.org/content/115/3/E428.full.pdf,nan,yes,nan,2018/E428.abstract.txt,,,,,,,Genetics,"GNAS
","FILE : OK: .abstract.txt ,"
Biological Sciences,Genetics,"Luis A. Martínez-Velázquez, Niels Ringstad",Antagonistic regulation of trafficking to,2018,115,3,E438-E447,http://www.pnas.org/content/115/3/E438.abstract,nan,http://www.pnas.org/content/115/3/E438.full,http://www.pnas.org/content/115/3/E438.full.pdf,nan,yes,nan,2018/E438.abstract.txt,,,,,,,Genetics,"Caenorhabditiselegans
","FILE : OK: .abstract.txt ,"
Biological Sciences,Genetics,"Thierry Louis, Aaron Stahl, Tamara Boto, Seth M. Tomchik",Cyclic AMP-dependent plasticity underlies rapid changes in odor coding associated with reward learning,2018,115,3,E448-E457,http://www.pnas.org/content/115/3/E448.abstract,nan,http://www.pnas.org/content/115/3/E448.full,http://www.pnas.org/content/115/3/E448.full.pdf,nan,yes,nan,2018/E448.abstract.txt,,,,,,,Genetics,"learning
","FILE : OK: .abstract.txt ,"
Biological Sciences,Immunology and Inflammation,"Subha Sen, Fei Wang, Jing Zhang, Zhiheng He, Jian Ma, Yousang Gwack, Jianming Xu, Zuoming Sun, Anna S. Tocheva, Sabina Sandigursky, Shruti Nayak, Elliot A. Philips, Kim E. Nichols, Marianne Strazza, Inbar Azoulay-Alfaguter, Manor Askenazi, Benjamin G. Neel, Adam J. Pelzek, Beatrix Ueberheide, Adam Mor, Daniel Söderberg, Tobias Strid, Anita Söderberg, Ann-Charlotte Bergh, Vesa Loitto, Kourosh Lotfi, Mårten Segelmark, Giannis Spyrou, Anders Rosén, Darragh Duffy, Alejandra Urrutia, Hélène Quach, Etienne Patin, Céline Posseme, Jacob Bergstedt, Bruno Charbit, Vincent Rouilly, Cameron R. MacPherson, Milena Hasan, Benoit Albaud, David Gentien, Jacques Fellay, Matthew L. Albert, Lluis Quintana-Murci, the Milieu Intérieur Consortium",SRC1 promotes Th17 differentiation by overriding Foxp3 suppression to stimulate RORγt activity in a PKC-θ–dependent manner,2018,115,3,E458-E467,http://www.pnas.org/content/115/3/E458.abstract,nan,http://www.pnas.org/content/115/3/E458.full,http://www.pnas.org/content/115/3/E458.full.pdf,nan,yes,nan,2018/E458.abstract.txt,,,,,,,Immunology and Inflammation,"Tcelldifferentiation
","FILE : OK: .abstract.txt ,"
Biological Sciences,Immunology and Inflammation,"Michael Peled, Anna S. Tocheva, Sabina Sandigursky, Shruti Nayak, Elliot A. Philips, Kim E. Nichols, Marianne Strazza, Inbar Azoulay-Alfaguter, Manor Askenazi, Benjamin G. Neel, Adam J. Pelzek, Beatrix Ueberheide, Adam Mor",Affinity purification mass spectrometry analysis of PD-1 uncovers SAP as a new checkpoint inhibitor,2018,115,3,E468-E477,http://www.pnas.org/content/115/3/E468.abstract,nan,http://www.pnas.org/content/115/3/E468.full,http://www.pnas.org/content/115/3/E468.full.pdf,nan,yes,nan,2018/E468.abstract.txt,,,,,,,Immunology and Inflammation,"PD-1
","FILE : OK: .abstract.txt ,"
Biological Sciences,Immunology and Inflammation,"Björn Ingelsson, Daniel Söderberg, Tobias Strid, Anita Söderberg, Ann-Charlotte Bergh, Vesa Loitto, Kourosh Lotfi, Mårten Segelmark, Giannis Spyrou, Anders Rosén",Lymphocytes eject interferogenic mitochondrial DNA webs in response to CpG and non-CpG oligodeoxynucleotides of class C,2018,115,3,E478-E487,http://www.pnas.org/content/115/3/E478.abstract,nan,http://www.pnas.org/content/115/3/E478.full,http://www.pnas.org/content/115/3/E478.full.pdf,nan,yes,nan,2018/E478.abstract.txt,,,,,,,Immunology and Inflammation,"mitochondrialDNArelease
","FILE : OK: .abstract.txt ,"
Biological Sciences,Immunology and Inflammation,"Barbara Piasecka, Darragh Duffy, Alejandra Urrutia, Hélène Quach, Etienne Patin, Céline Posseme, Jacob Bergstedt, Bruno Charbit, Vincent Rouilly, Cameron R. MacPherson, Milena Hasan, Benoit Albaud, David Gentien, Jacques Fellay, Matthew L. Albert, Lluis Quintana-Murci, the Milieu Intérieur Consortium","Distinctive roles of age, sex, and genetics in shaping transcriptional variation of human immune responses to microbial challenges",2018,115,3,E488-E497,http://www.pnas.org/content/115/3/E488.abstract,nan,http://www.pnas.org/content/115/3/E488.full,http://www.pnas.org/content/115/3/E488.full.pdf,nan,yes,nan,2018/E488.abstract.txt,,,,,,,Immunology and Inflammation,"humanimmunevariation
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Li Lu, Fen Zhu, Meili Zhang, Yangguang Li, Amanda C. Drennan, Shuichi Kimpara, Ian Rumball, Christopher Selzer, Hunter Cameron, Ashley Kellicut, Amanda Kelm, Fangyu Wang, Thomas A. Waldmann, Lixin Rui, David L. Kaplan, Biman B. Mandal, Alexander S. Banks, Dina Laznik-Bogoslavski, James P. White, Jang Hyun Choi, Lawrence Kazak, James C. Lo, Paul Cohen, Kwok-Kin Wong, Theodore M. Kamenecka, Patrick R. Griffin, Bruce M. Spiegelman",Gene regulation and suppression of type I interferon signaling by STAT3 in diffuse large B cell lymphoma,2018,115,3,E498-E505,http://www.pnas.org/content/115/3/E498.abstract,nan,http://www.pnas.org/content/115/3/E498.full,http://www.pnas.org/content/115/3/E498.full.pdf,nan,yes,nan,2018/E498.abstract.txt,,,,,,,Medical Sciences,"STAT3
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Melin J. Khandekar, Alexander S. Banks, Dina Laznik-Bogoslavski, James P. White, Jang Hyun Choi, Lawrence Kazak, James C. Lo, Paul Cohen, Kwok-Kin Wong, Theodore M. Kamenecka, Patrick R. Griffin, Bruce M. Spiegelman",Noncanonical agonist PPARγ ligands modulate the response to DNA damage and sensitize cancer cells to cytotoxic chemotherapy,2018,115,3,561-566,http://www.pnas.org/content/115/3/561.abstract,nan,http://www.pnas.org/content/115/3/561.full,http://www.pnas.org/content/115/3/561.full.pdf,nan,yes,nan,2018/561.abstract.txt,,,,,,,Medical Sciences,"PPARγ
","FILE : OK: .abstract.txt ,"
Biological Sciences,Microbiology,"Danyil Grybchuk, Natalia S. Akopyants, Alexei Y. Kostygov, Aleksandras Konovalovas, Lon-Fye Lye, Deborah E. Dobson, Haroun Zangger, Nicolas Fasel, Anzhelika Butenko, Alexander O. Frolov, Jan Votýpka, Claudia M. d’Avila-Levy, Pavel Kulich, Jana Moravcová, Pavel Plevka, Igor B. Rogozin, Saulius Serva, Julius Lukeš, Stephen M. Beverley, Vyacheslav Yurchenko, Patrick Studer, Christina Muessner, Jochen Klumpp, Martin J. Loessner",Viral discovery and diversity in trypanosomatid protozoa with a focus on relatives of the human parasite,2018,115,3,E506-E515,http://www.pnas.org/content/115/3/E506.abstract,nan,http://www.pnas.org/content/115/3/E506.full,http://www.pnas.org/content/115/3/E506.full.pdf,nan,yes,nan,2018/E506.abstract.txt,,,,,,,Microbiology,"Trypanosomatidae
","FILE : OK: .abstract.txt ,"
Biological Sciences,Microbiology,"Samuel Kilcher, Patrick Studer, Christina Muessner, Jochen Klumpp, Martin J. Loessner","Cross-genus rebooting of custom-made, synthetic bacteriophage genomes in L-form bacteria",2018,115,3,567-572,http://www.pnas.org/content/115/3/567.abstract,nan,http://www.pnas.org/content/115/3/567.full,http://www.pnas.org/content/115/3/567.full.pdf,nan,yes,nan,2018/567.abstract.txt,,,,,,,Microbiology,"bacteriophageengineering
","FILE : OK: .abstract.txt ,"
Biological Sciences,Neuroscience,"Christopher R. Donnelly, Amol A. Shah, Charlotte M. Mistretta, Robert M. Bradley, Brian A. Pierchala, Volker Hofmann, Kathleen M. Lucas, Colleen Young, Jacob Engelmann, John E. Lewis, Zhihao Wang, Zhentao Zhang, Xia Liu, Seong Su Kang, Ying Zhang, Keqiang Ye, Roger A. Nicoll, Yali Huang, Stephen K. Bailey, Yurui Gao, Laurie E. Cutting, Baxter P. Rogers, Allen T. Newton, John C. Gore, Andreas Horn, Fiery Cushman, Michael D. Fox, Kristian Kinden Lensjø, Mattis Brænne Wigestrand, Anders Malthe-Sørenssen, Torkel Hafting, Marianne Fyhn",Biphasic functions for the GDNF-Ret signaling pathway in chemosensory neuron development and diversification,2018,115,3,E516-E525,http://www.pnas.org/content/115/3/E516.abstract,nan,http://www.pnas.org/content/115/3/E516.full,http://www.pnas.org/content/115/3/E516.full.pdf,nan,yes,nan,2018/E516.abstract.txt,,,,,,,Neuroscience,"Ret
","FILE : OK: .abstract.txt ,"
Biological Sciences,Neuroscience,Charles F. Stevens,Conserved features of the primate face code,2018,115,3,584-588,http://www.pnas.org/content/115/3/584.abstract,nan,http://www.pnas.org/content/115/3/584.full,http://www.pnas.org/content/115/3/584.full.pdf,nan,yes,nan,2018/584.abstract.txt,,,,,,,Neuroscience,"faceencoding
","FILE : OK: .abstract.txt ,"
Biological Sciences,Neuroscience,"Meryl E. Horn, Roger A. Nicoll",Somatostatin and parvalbumin inhibitory synapses onto hippocampal pyramidal neurons are regulated by distinct mechanisms,2018,115,3,589-594,http://www.pnas.org/content/115/3/589.abstract,nan,http://www.pnas.org/content/115/3/589.full,http://www.pnas.org/content/115/3/589.full.pdf,nan,yes,nan,2018/589.abstract.txt,,,,,,,Neuroscience,"inhibition
","FILE : OK: .abstract.txt ,"
Biological Sciences,Neuroscience,"Zhaohua Ding, Yali Huang, Stephen K. Bailey, Yurui Gao, Laurie E. Cutting, Baxter P. Rogers, Allen T. Newton, John C. Gore",Detection of synchronous brain activity in white matter tracts at rest and under functional loading,2018,115,3,595-600,http://www.pnas.org/content/115/3/595.abstract,nan,http://www.pnas.org/content/115/3/595.full,http://www.pnas.org/content/115/3/595.full.pdf,nan,yes,nan,2018/595.abstract.txt,,,,,,,Neuroscience,"fMRI
","FILE : OK: .abstract.txt ,"
Biological Sciences,Neuroscience,"R. Ryan Darby, Andreas Horn, Fiery Cushman, Michael D. Fox",Lesion network localization of criminal behavior,2018,115,3,601-606,http://www.pnas.org/content/115/3/601.abstract,nan,http://www.pnas.org/content/115/3/601.full,http://www.pnas.org/content/115/3/601.full.pdf,nan,yes,nan,2018/601.abstract.txt,,,,,,,Neuroscience,"morality
","FILE : OK: .abstract.txt ,"
Biological Sciences,Neuroscience,"Elise Holter Thompson, Kristian Kinden Lensjø, Mattis Brænne Wigestrand, Anders Malthe-Sørenssen, Torkel Hafting, Marianne Fyhn",Removal of perineuronal nets disrupts recall of a remote fear memory,2018,115,3,607-612,http://www.pnas.org/content/115/3/607.abstract,nan,http://www.pnas.org/content/115/3/607.full,http://www.pnas.org/content/115/3/607.full.pdf,nan,yes,nan,2018/607.abstract.txt,,,,,,,Neuroscience,"perineuronalnets
","FILE : OK: .abstract.txt ,"
Biological Sciences,Physiology,"Yang-Ming Yang, Dong Sun, Sharath Kandhi, Ghezal Froogh, Jian Zhuge, Weihua Huang, Bruce D. Hammock, An Huang",Estrogen-dependent epigenetic regulation of soluble epoxide hydrolase via DNA methylation,2018,115,3,613-618,http://www.pnas.org/content/115/3/613.abstract,nan,http://www.pnas.org/content/115/3/613.full,http://www.pnas.org/content/115/3/613.full.pdf,nan,yes,nan,2018/613.abstract.txt,,,,,,,Physiology / Pharmacology,"estrogen
","FILE : OK: .abstract.txt ,"
Biological Sciences,Plant Biology,"Lihua Zhao, Hanyang Cai, Zhenxia Su, Lulu Wang, Xinyu Huang, Man Zhang, Piaojuan Chen, Xiaozhuan Dai, Heming Zhao, Ravishankar Palanivelu, Xuemei Chen, Yuan Qin",suppresses megasporocyte cell fate through SWR1-mediated activation of,2018,115,3,E526-E535,http://www.pnas.org/content/115/3/E526.abstract,nan,http://www.pnas.org/content/115/3/E526.full,http://www.pnas.org/content/115/3/E526.full.pdf,nan,yes,nan,2018/E526.abstract.txt,,,,,,,Plant Biology,"megasporemothercell
","FILE : OK: .abstract.txt ,"
Biological Sciences,Psychological and Cognitive Sciences,"Paul Rinne, Mursyida Hassan, Cristina Fernandes, Erika Han, Emma Hennessy, Adam Waldman, Pankaj Sharma, David Soto, Robert Leech, Paresh A. Malhotra, Paul Bentley",Motor dexterity and strength depend upon integrity of the attention-control system,2018,115,3,E536-E545,http://www.pnas.org/content/115/3/E536.abstract,nan,http://www.pnas.org/content/115/3/E536.full,http://www.pnas.org/content/115/3/E536.full.pdf,nan,yes,nan,2018/E536.abstract.txt,,,,,,,Psychological and Cognitive Sciences,"motor
","FILE : OK: .abstract.txt ,"
Biological Sciences,Sustainability Science,"Weizheng Ren, Liangliang Hu, Liang Guo, Jian Zhang, Lu Tang, Entao Zhang, Jiaen Zhang, Shiming Luo, Jianjun Tang, Xin Chen",Preservation of the genetic diversity of a local common carp in the agricultural heritage rice–fish system,2018,115,3,E546-E554,http://www.pnas.org/content/115/3/E546.abstract,nan,http://www.pnas.org/content/115/3/E546.full,http://www.pnas.org/content/115/3/E546.full.pdf,nan,yes,nan,2018/E546.abstract.txt,,,,,,,Sustainability Science,"traditionalagriculture
","FILE : OK: .abstract.txt ,"
Biological Sciences,Systems Biology,"Aditya M. Kunjapur, Devon A. Stork, Erkin Kuru, Oscar Vargas-Rodriguez, Matthieu Landon, Dieter Söll, George M. Church",Engineering posttranslational proofreading to discriminate nonstandard amino acids,2018,115,3,619-624,http://www.pnas.org/content/115/3/619.abstract,nan,http://www.pnas.org/content/115/3/619.full,http://www.pnas.org/content/115/3/619.full.pdf,nan,yes,nan,2018/619.abstract.txt,,,,,,,Systems Biology,"geneticcodeexpansion
","FILE : OK: .abstract.txt ,"
Letters (Online Only),nan,"Josh Mitteldorf, Gregory M. Fahy",Questioning the inevitability of aging,2018,115,4,E558,http://www.pnas.org/content/115/4/E558.abstract,nan,http://www.pnas.org/content/115/4/E558.full,http://www.pnas.org/content/115/4/E558.full.pdf,nan,yes,nan,2018/E558.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Letters (Online Only),nan,"Paul Nelson, Joanna Masel",Reply to Mitteldorf and Fahy: Aging is still inevitable,2018,115,4,E559,http://www.pnas.org/content/115/4/E559.abstract,nan,http://www.pnas.org/content/115/4/E559.full,http://www.pnas.org/content/115/4/E559.full.pdf,nan,yes,nan,2018/E559.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Letters (Online Only),nan,Emilia Entcheva,Uncovering an electrically heterogeneous cardiomyocyte by FRAP-quantified diffusion in the T-tubules,2018,115,4,E560-E561,http://www.pnas.org/content/115/4/E560.abstract,nan,http://www.pnas.org/content/115/4/E560.full,http://www.pnas.org/content/115/4/E560.full.pdf,nan,yes,nan,2018/E560.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Letters (Online Only),nan,"M. Scardigli, C. Crocini, C. Ferrantini, T. Gabbrielli, L. Silvestri, R. Coppini, C. Tesi, E. A. Rog-Zielinska, P. Kohl, E. Cerbai, C. Poggesi, F. S. Pavone, L. Sacconi",Reply to Entcheva: The impact of T-tubules on action potential propagation in cardiac tissue,2018,115,4,E562-E563,http://www.pnas.org/content/115/4/E562.abstract,nan,http://www.pnas.org/content/115/4/E562.full,http://www.pnas.org/content/115/4/E562.full.pdf,nan,yes,nan,2018/E562.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Profile,nan,Sandeep Ravindran,Profile of Scott W. Lowe,2018,115,4,630-632,http://www.pnas.org/content/115/4/630.abstract,nan,http://www.pnas.org/content/115/4/630.full,http://www.pnas.org/content/115/4/630.full.pdf,nan,yes,nan,2018/630.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Commentaries,nan,Martin Daly,Partitioning aggression,2018,115,4,633-634,http://www.pnas.org/content/115/4/633.abstract,nan,http://www.pnas.org/content/115/4/633.full,http://www.pnas.org/content/115/4/633.full.pdf,nan,yes,nan,2018/633.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Commentaries,nan,John C. Moore,Predicting tipping points in complex environmental systems,2018,115,4,635-636,http://www.pnas.org/content/115/4/635.abstract,nan,http://www.pnas.org/content/115/4/635.full,http://www.pnas.org/content/115/4/635.full.pdf,nan,yes,nan,2018/635.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Commentaries,nan,Nicolas Sluis-Cremer,Future of nonnucleoside reverse transcriptase inhibitors,2018,115,4,637-638,http://www.pnas.org/content/115/4/637.abstract,nan,http://www.pnas.org/content/115/4/637.full,http://www.pnas.org/content/115/4/637.full.pdf,nan,yes,nan,2018/637.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Commentaries,nan,"Marten Scheffer, Egbert H. van Nes, Remi Vergnon",Toward a unifying theory of biodiversity,2018,115,4,639-641,http://www.pnas.org/content/115/4/639.abstract,nan,http://www.pnas.org/content/115/4/639.full,http://www.pnas.org/content/115/4/639.full.pdf,nan,yes,nan,2018/639.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
